SerialNumber,TransactionID,UserID,TransactionAmount,TransactionType,TransactionTime,TransactionDate,Location,DeviceType,MerchantCategory,CardType,IsForeignTransaction,IsHighRiskCountry,UserTransactionFrequency,AmountBefore,AmountAfter,IsFraud
3757,TXN59ABB8CD79,USR410663,"$9,996.10",Credit,09:54:36,2024-05-11,Lagos,Tablet,Luxury,Credit,0,0,8,5035.34,15031.44,0
3758,TXN386B7C5EA8,USR855127,"$1,091.16",Debit,03:27:19,2023-01-09,Beijing,Mobile,Food,Debit,0,0,6,648.0,-443.16,0
3759,TXNC069805B02,USR796906,"€4,22,464.63",Credit,05:35:56,2024-07-13,Beijing,Unknown,Luxury,Credit,0,0,4,3983.69,426448.32,1
3760,TXNB10FBD049C,USR700939,"₹7,911.11",Credit,07:52:34,2024-06-27,Beijing,Tablet,Travel,Prepaid,0,0,10,2983.81,10894.92,0
3761,TXN525D8140D4,USR541335,"₹3,020.71",Credit,12:54:10,2025-07-29,New York,Mobile,Food,Credit,1,0,7,808.24,3828.95,1
3762,TXN4E77166F1C,USR702955,"€1,903.46",Debit,01:20:38,2023-06-01,Beijing,Mobile,Utility,Prepaid,0,1,5,5562.55,3659.09,1
3763,TXNBF19432688,USR614929,"₹3,685.96",Debit,09:48:14,2024-10-23,Tokyo,Tablet,Travel,Debit,1,0,5,4524.76,838.8,1
3764,TXN6CEA593AA8,USR475510,"$9,581.51",Debit,23:19:44,2024-02-15,New York,Mobile,Retail,Credit,0,1,13,6855.78,-2725.73,1
3765,TXN05848629EF,USR357286,"₹1,448.84",Credit,04:28:42,2025-05-07,Tokyo,Tablet,Retail,Prepaid,0,0,5,1289.82,2738.66,0
3766,TXN7EFA482964,USR569810,"$8,914.40",Debit,17:15:12,2024-02-07,New York,Mobile,Luxury,Prepaid,0,0,5,7879.74,-1034.66,0
3767,TXN17ABB89A3A,USR572844,"€6,204.02",Debit,04:10:18,2024-05-31,Dubai,Mobile,Food,Credit,0,0,5,3053.7,-3150.32,0
3768,TXN0E181BA147,USR472657,"€3,55,686.26",Debit,16:13:02,2024-07-07,Dubai,Mobile,Food,Prepaid,0,0,11,1814.33,-353871.93,1
3769,TXN8519CC03E9,USR901372,"₹1,57,385.08",Debit,14:43:35,2024-06-30,London,Desktop,Travel,Debit,0,0,9,5956.61,-151428.47,1
3770,TXN8B4790A19D,USR229058,"$2,447.80",Debit,00:02:49,2024-05-03,London,Mobile,Food,Credit,0,0,9,8842.87,6395.07,0
3771,TXNB32682DED7,USR877400,"₹7,630.68",Debit,03:06:16,2023-12-25,London,Tablet,Travel,Debit,0,0,6,6393.45,-1237.23,0
3772,TXNB7923556AE,USR520251,"$3,967.88",Credit,12:40:39,2024-08-12,Dubai,Mobile,Retail,Prepaid,0,0,5,7825.83,11793.71,0
3773,TXNDCCA1CE896,USR265464,"€6,894.77",Credit,21:52:42,2024-03-08,Beijing,Mobile,Retail,Debit,1,0,8,412.02,7306.79,1
3774,TXN1D67902F6F,USR514460,"$2,598.60",Credit,22:58:43,2024-10-10,Tokyo,Desktop,Travel,Credit,0,0,6,8604.35,11202.95,0
3775,TXN3D07CB4366,USR139954,"₹1,807.78",Debit,16:10:46,2023-03-31,London,Desktop,Luxury,Prepaid,0,0,5,7497.17,5689.39,0
3776,TXN5EF3D4CE3E,USR299951,"€3,069.96",Credit,07:33:11,2024-10-28,New York,Unknown,Utility,Debit,0,0,11,544.45,3614.41,1
3777,TXNF14D62A185,USR965085,"€4,83,788.64",Debit,14:50:37,2024-12-22,Tokyo,Tablet,Travel,Credit,1,0,8,8307.53,-475481.11,1
3778,TXN5F4945BCA6,USR851045,"$5,644.05",Credit,05:22:19,2024-06-03,Lagos,Tablet,Utility,Debit,1,0,8,6227.29,11871.34,1
3779,TXNB858F2BDC5,USR773019,"€9,239.63",Credit,08:05:45,2024-04-16,Beijing,Mobile,Utility,Prepaid,0,0,5,1741.54,10981.17,0
3780,TXN9A4B329781,USR778371,$137.09,Credit,01:58:52,2024-09-23,New York,Mobile,Travel,Credit,0,0,6,7964.62,8101.71,0
3781,TXNECE31574BD,USR724102,"€3,113.59",Debit,15:20:21,2023-11-15,Delhi,Desktop,Luxury,Debit,1,0,13,1109.35,-2004.24,1
3782,TXNB109BEB42D,USR362174,"€7,625.13",Debit,20:58:52,2025-03-28,London,Mobile,Luxury,Credit,0,0,6,8749.09,1123.96,0
3783,TXNA797BAA6AF,USR887884,"$5,546.15",Credit,14:12:17,2024-02-24,New York,Unknown,Retail,Credit,0,0,10,4787.3,10333.45,1
3784,TXN52119C33EE,USR183806,"€7,781.40",Credit,15:14:21,2024-02-25,Delhi,Desktop,Luxury,Debit,0,0,5,9188.86,16970.26,0
3785,TXNC0A55E4A29,USR319774,€101.09,Debit,11:42:25,2024-07-15,New York,Tablet,Luxury,Credit,0,1,6,9742.19,9641.1,1
3786,TXNDB9C83796B,USR508859,"₹1,039.10",Debit,06:21:34,2025-01-11,London,Desktop,Utility,Credit,0,0,8,3760.45,2721.35,0
3787,TXNE53F475FFF,USR950068,"₹2,806.04",Debit,23:39:09,2024-06-22,Tokyo,Mobile,Travel,Prepaid,0,0,9,5121.84,2315.8,0
3788,TXN103E2C1BFC,USR765290,"$3,84,625.69",Credit,02:25:31,2023-03-28,Dubai,Desktop,Retail,Credit,0,0,10,4851.7,389477.39,1
3789,TXND383238F78,USR959760,"€8,760.15",Credit,11:25:43,2024-05-17,Lagos,Mobile,Food,Debit,0,0,10,4903.84,13663.99,0
3790,TXNAA11395637,USR184958,"$2,929.52",Debit,17:05:22,2023-04-19,Lagos,Desktop,Retail,Prepaid,0,0,4,8395.62,5466.1,0
3791,TXN0F87FC664C,USR618961,"€9,981.87",Credit,13:07:10,2024-04-30,Tokyo,Desktop,Luxury,Debit,0,0,7,1981.34,11963.21,0
3792,TXN4E23667416,USR889955,"€2,092.87",Credit,00:57:48,2023-11-09,Lagos,Tablet,Food,Prepaid,0,0,8,3157.52,5250.39,0
3793,TXN107FDDC624,USR584523,"₹3,462.89",Credit,05:38:36,2023-09-10,Tokyo,Desktop,Luxury,Credit,0,0,8,3580.05,7042.94,0
3794,TXN923A5920FE,USR807769,"€8,884.97",Debit,13:00:17,2023-12-04,Beijing,Desktop,Travel,Debit,0,0,5,4278.03,-4606.94,0
3795,TXND8C4EED378,USR211619,"₹2,98,458.93",Debit,13:49:11,2023-05-09,Lagos,Desktop,Utility,Prepaid,0,1,13,2451.53,-296007.4,1
3796,TXNC39D4A37D6,USR471700,"₹8,882.21",Debit,12:09:04,2024-12-04,Tokyo,Mobile,Travel,Debit,0,0,6,769.45,-8112.76,0
3797,TXNB91BD4421D,USR841804,"€3,193.18",Debit,14:08:24,2024-12-15,Tokyo,Unknown,Utility,Prepaid,0,0,6,2054.16,-1139.02,1
3798,TXN13CCA73DF0,USR871920,"€2,815.17",Debit,23:42:20,2025-01-28,Dubai,Unknown,Retail,Credit,0,1,6,5591.21,2776.04,1
3799,TXN28826585D6,USR780292,"₹5,127.60",Debit,03:05:34,2024-04-14,Beijing,Mobile,Travel,Credit,1,0,4,2600.64,-2526.96,1
3800,TXN01BF9F7959,USR844609,"₹4,62,783.71",Debit,10:56:13,2024-07-16,London,Tablet,Food,Debit,0,0,10,6566.17,-456217.54,1
3801,TXN731D2E2E15,USR601612,"₹7,101.78",Credit,02:41:09,2024-04-12,London,Desktop,Utility,Prepaid,0,1,4,6660.22,13762.0,1
3802,TXN0C27E9B495,USR610256,"₹6,074.37",Debit,02:33:30,2024-05-07,London,Tablet,Luxury,Debit,0,0,5,8778.22,2703.85,0
3803,TXNC6C406B174,USR790267,"$4,89,075.04",Debit,14:16:01,2024-07-16,London,Desktop,Travel,Debit,0,0,8,3541.49,-485533.55,1
3804,TXN4A641AC771,USR962198,"₹8,011.47",Debit,16:09:12,2025-03-15,Beijing,Desktop,Retail,Debit,0,0,8,7621.41,-390.06,0
3805,TXNBB51E19FBB,USR605651,€316.23,Debit,08:51:40,2023-11-22,Tokyo,Unknown,Travel,Prepaid,0,0,7,685.65,369.42,1
3806,TXN8209D77F38,USR529448,"$5,129.73",Debit,02:30:33,2023-08-13,Beijing,Mobile,Utility,Credit,0,1,8,433.29,-4696.44,1
3807,TXND067785A02,USR855256,"€8,308.45",Credit,20:35:52,2024-09-17,New York,Tablet,Travel,Debit,0,0,6,4220.79,12529.24,0
3808,TXN12263F49FD,USR309010,"€2,092.77",Debit,12:06:33,2024-06-27,New York,Desktop,Retail,Debit,0,0,8,5267.24,3174.47,0
3809,TXNB6C2247E5A,USR786787,"€9,613.00",Debit,13:27:04,2025-03-30,Delhi,Tablet,Luxury,Debit,0,0,7,4589.27,-5023.73,0
3810,TXNE668743F2C,USR964606,"€1,934.86",Credit,15:04:41,2024-03-27,Delhi,Tablet,Luxury,Credit,0,0,6,5638.88,7573.74,0
3811,TXNDF8C8074F2,USR932024,"$5,110.65",Debit,15:26:37,2024-07-17,Lagos,Tablet,Travel,Debit,0,0,2,9067.99,3957.34,0
3812,TXN8CE6802925,USR498122,"₹2,286.80",Credit,12:49:37,2023-04-11,London,Unknown,Luxury,Debit,0,0,3,6642.87,8929.67,1
3813,TXN4D2A07F0C3,USR479318,"€2,643.43",Debit,12:38:12,2025-06-03,Tokyo,Desktop,Food,Prepaid,0,0,11,6055.71,3412.28,1
3814,TXNE6BDF858D1,USR406680,"₹8,877.66",Credit,17:04:06,2025-02-18,Lagos,Mobile,Food,Debit,0,0,8,7773.08,16650.74,0
3815,TXN37B1FD3111,USR896291,"₹1,453.42",Credit,06:28:58,2024-01-07,Lagos,Desktop,Retail,Credit,0,0,4,1389.16,2842.58,0
3816,TXN677D305E0C,USR402640,"$8,835.79",Credit,19:47:55,2023-08-18,New York,Desktop,Travel,Debit,0,1,5,5748.44,14584.23,1
3817,TXN63ED23906C,USR292932,€150.33,Debit,04:07:08,2023-07-19,Tokyo,Desktop,Luxury,Prepaid,0,0,6,7848.32,7697.99,0
3818,TXNBD37B92095,USR664715,€701.97,Debit,07:23:16,2024-08-08,Beijing,Unknown,Travel,Credit,0,0,7,9236.69,8534.72,1
3819,TXNB7BF4FBA52,USR147369,"€7,973.96",Debit,00:08:00,2023-11-16,Beijing,Tablet,Utility,Debit,0,0,7,1744.54,-6229.42,0
3820,TXN5F95158296,USR779069,₹688.47,Debit,06:02:59,2024-09-04,Delhi,Mobile,Travel,Prepaid,0,0,5,8287.65,7599.18,0
3821,TXN8D3EC3F788,USR775328,"₹9,582.68",Debit,19:47:04,2024-04-20,Tokyo,Unknown,Utility,Prepaid,0,0,5,5321.92,-4260.76,1
3822,TXN204F2BA6D6,USR248559,"$8,355.32",Debit,02:15:39,2023-12-22,Beijing,Desktop,Travel,Prepaid,0,0,9,1198.04,-7157.28,0
3823,TXNBF3C2F1EF0,USR266636,"$3,264.23",Debit,09:51:14,2024-01-16,Delhi,Mobile,Utility,Prepaid,0,0,13,125.21,-3139.02,1
3824,TXNA1F4C0A3C1,USR567610,$119.50,Credit,10:00:27,2023-06-08,Dubai,Desktop,Luxury,Credit,0,0,9,655.1,774.6,0
3825,TXN5991BBC456,USR755697,"€9,174.62",Debit,14:58:51,2023-06-16,Delhi,Tablet,Utility,Prepaid,0,0,8,5185.56,-3989.06,0
3826,TXN5403FC6E47,USR856651,"€4,96,107.01",Credit,15:28:06,2024-03-09,Lagos,Unknown,Travel,Credit,1,1,2,8311.67,504418.68,1
3827,TXN23D923E8F1,USR844662,"$3,691.18",Debit,16:52:39,2023-05-27,Lagos,Desktop,Food,Prepaid,0,0,5,3461.19,-229.99,0
3828,TXNF80E20A291,USR996153,"$2,28,728.22",Debit,18:26:20,2023-11-03,Tokyo,Unknown,Travel,Debit,0,0,7,6453.34,-222274.88,1
3829,TXNA69B00CFA5,USR157493,"$7,150.14",Credit,00:57:44,2025-06-03,Dubai,Desktop,Luxury,Credit,0,1,6,392.47,7542.61,1
3830,TXNFE4B854871,USR517176,"$8,281.76",Credit,08:00:34,2024-03-28,Delhi,Tablet,Food,Prepaid,1,0,10,6267.2,14548.96,1
3831,TXN6C7874692A,USR984623,"$1,96,580.79",Debit,05:47:35,2023-09-08,New York,Unknown,Luxury,Prepaid,0,0,8,1772.92,-194807.87,1
3832,TXNE5EEA77FE7,USR872531,"€2,097.53",Credit,22:17:59,2024-09-12,London,Desktop,Travel,Credit,0,0,8,2851.19,4948.72,0
3833,TXN02324A6DD7,USR826663,"₹5,996.29",Credit,01:24:06,2025-08-06,London,Desktop,Retail,Prepaid,0,0,5,7845.99,13842.28,0
3834,TXN3F1B368EC9,USR890279,"₹8,217.82",Debit,23:34:36,2024-01-09,Lagos,Mobile,Travel,Credit,0,1,4,7523.35,-694.469999999999,1
3835,TXN2F0522C089,USR808844,"$4,55,164.56",Credit,07:22:09,2023-06-26,Delhi,Tablet,Luxury,Debit,0,0,9,5193.53,460358.09,1
3836,TXNF743CECF82,USR672195,"₹7,426.76",Debit,22:28:54,2024-02-04,Lagos,Tablet,Retail,Prepaid,0,0,7,5106.05,-2320.71,0
3837,TXN6C6D50192A,USR580477,"€3,630.29",Debit,11:24:50,2025-05-10,New York,Unknown,Luxury,Debit,0,0,10,8088.76,4458.47,1
3838,TXN517A998D47,USR733517,"₹2,71,382.73",Debit,19:08:15,2024-07-07,Delhi,Mobile,Utility,Credit,0,0,8,4808.9,-266573.83,1
3839,TXN2760576C54,USR826435,"€2,548.41",Debit,17:27:11,2025-01-18,Beijing,Desktop,Travel,Credit,0,0,12,9546.99,6998.58,1
3840,TXN1560E14570,USR976805,"₹9,017.75",Credit,08:08:48,2024-06-02,Dubai,Tablet,Food,Prepaid,1,1,2,280.59,9298.34,1
3841,TXNEEB64FF786,USR235191,"$4,23,458.96",Debit,08:50:02,2023-05-06,New York,Unknown,Luxury,Credit,0,0,7,598.78,-422860.18,1
3842,TXN28795927EF,USR833532,"$4,537.99",Credit,16:51:23,2023-01-09,London,Desktop,Retail,Debit,0,0,4,7740.35,12278.34,0
3843,TXNAABF36317B,USR134761,"$6,385.61",Debit,09:55:49,2023-12-05,Dubai,Mobile,Retail,Prepaid,0,0,12,2171.01,-4214.6,1
3844,TXND2FFCA388C,USR313275,"$4,165.98",Credit,19:08:02,2023-09-03,Delhi,Mobile,Utility,Credit,1,0,7,7660.47,11826.45,1
3845,TXNE7CDC584AC,USR874154,$677.50,Credit,18:39:45,2025-01-31,Tokyo,Mobile,Travel,Debit,0,0,6,5120.06,5797.56,0
3846,TXN5E5B369730,USR100985,"₹4,61,913.72",Debit,20:38:40,2025-06-09,Dubai,Desktop,Travel,Prepaid,0,0,5,1627.71,-460286.01,1
3847,TXND8BEC5705D,USR200880,"$4,45,013.31",Credit,09:14:32,2024-07-01,Delhi,Desktop,Travel,Credit,0,0,5,6377.79,451391.1,1
3848,TXN8020FB6C88,USR239060,"₹9,381.02",Debit,20:09:53,2024-09-09,Lagos,Unknown,Retail,Credit,0,0,6,4774.17,-4606.85,1
3849,TXN5862EC6B5E,USR891417,"€1,724.64",Credit,20:44:42,2024-09-12,Delhi,Tablet,Utility,Debit,0,0,9,4035.46,5760.1,0
3850,TXN483D3738C5,USR381143,"$4,01,719.94",Debit,06:21:20,2024-01-06,Lagos,Tablet,Food,Credit,0,0,5,9967.73,-391752.21,1
3851,TXNBE6529F0BE,USR294341,€363.21,Credit,09:12:20,2025-08-06,Tokyo,Tablet,Luxury,Prepaid,0,0,7,5409.48,5772.69,0
3852,TXNA6A99221F2,USR692351,€403.65,Debit,03:57:52,2023-08-23,Delhi,Desktop,Retail,Prepaid,0,0,6,5934.36,5530.71,0
3853,TXN85AAEDB7AC,USR881505,"€6,813.15",Credit,02:18:14,2024-11-07,Beijing,Mobile,Utility,Credit,0,0,11,6955.84,13768.99,1
3854,TXN2E058FE567,USR115910,"₹2,25,073.05",Debit,15:48:07,2025-02-04,Lagos,Unknown,Utility,Debit,1,0,7,5627.2,-219445.85,1
3855,TXNB4F3C8A883,USR613048,"$8,038.97",Debit,00:31:01,2024-01-16,Lagos,Desktop,Retail,Debit,0,0,8,4416.71,-3622.26,0
3856,TXNBA7627071C,USR584050,"$1,39,922.09",Credit,17:32:31,2024-04-27,London,Desktop,Luxury,Debit,0,0,3,820.17,140742.26,1
3857,TXN99CA0284F7,USR674190,"₹6,948.59",Debit,11:19:50,2024-07-08,Lagos,Unknown,Retail,Debit,0,0,3,1209.69,-5738.9,1
3858,TXN2AD9D0BD25,USR833516,"€6,780.53",Credit,14:05:09,2023-08-14,London,Tablet,Travel,Debit,0,0,9,9031.52,15812.05,0
3859,TXNB28AC528CC,USR920795,"€1,75,341.00",Debit,00:24:44,2024-01-11,Dubai,Tablet,Luxury,Credit,0,1,13,9813.55,-165527.45,1
3860,TXN808DB2647D,USR688363,"$9,183.53",Credit,22:42:02,2025-01-29,Dubai,Mobile,Food,Prepaid,0,1,5,2217.18,11400.71,1
3861,TXN8255AD030A,USR342780,"€1,907.04",Credit,10:17:08,2023-08-15,Tokyo,Unknown,Luxury,Prepaid,0,0,9,2083.95,3990.99,1
3862,TXN8943229AB6,USR143360,"₹2,507.96",Debit,08:18:02,2023-08-15,New York,Unknown,Utility,Prepaid,0,0,6,1776.61,-731.35,1
3863,TXN5B271AFEA4,USR459362,"$8,397.06",Credit,08:41:01,2023-05-12,Beijing,Tablet,Travel,Prepaid,0,0,11,626.64,9023.7,1
3864,TXN7B37803129,USR334344,"€6,322.00",Debit,11:26:35,2024-03-06,London,Mobile,Travel,Debit,0,0,7,3903.07,-2418.93,0
3865,TXNB0E616ED2F,USR754238,"€6,940.72",Credit,04:09:16,2025-08-02,Lagos,Tablet,Luxury,Debit,0,0,8,1632.43,8573.15,0
3866,TXN2CF876B7C2,USR540077,"₹2,268.98",Debit,18:46:21,2024-07-26,Delhi,Desktop,Luxury,Prepaid,0,0,6,1670.03,-598.95,0
3867,TXNA07161CFC0,USR298271,"$3,58,790.91",Credit,22:26:51,2025-05-14,Tokyo,Tablet,Food,Credit,0,0,9,6748.01,365538.92,1
3868,TXN6CA49D5C23,USR268603,"₹6,767.31",Credit,19:04:24,2024-08-21,Beijing,Unknown,Travel,Debit,0,0,9,3051.92,9819.23,1
3869,TXN3256A6C814,USR815174,"$7,349.48",Credit,14:17:36,2025-06-16,Beijing,Unknown,Food,Credit,0,0,10,1258.79,8608.27,1
3870,TXNC3BC606EE3,USR191751,"₹3,36,074.07",Debit,03:00:16,2023-03-12,Delhi,Mobile,Retail,Credit,0,0,7,6272.12,-329801.95,1
3871,TXN565BD8CC81,USR674895,"€3,517.97",Debit,05:29:38,2025-01-09,Tokyo,Desktop,Food,Debit,1,0,5,5358.11,1840.14,1
3872,TXNBB7DED1EA4,USR155459,"€3,658.47",Debit,01:57:50,2024-04-17,Delhi,Unknown,Utility,Prepaid,0,0,6,8974.89,5316.42,1
3873,TXN4BFBFBF866,USR930692,"€3,092.97",Debit,12:55:25,2024-08-30,Delhi,Desktop,Luxury,Credit,1,0,10,1843.92,-1249.05,1
3874,TXND1A0D6F280,USR538792,"₹2,121.75",Debit,01:49:23,2023-06-20,Delhi,Desktop,Food,Prepaid,0,0,8,619.16,-1502.59,0
3875,TXN93EA037DFB,USR474048,"₹7,205.50",Credit,12:00:56,2023-10-11,New York,Mobile,Utility,Credit,0,0,9,4396.53,11602.03,0
3876,TXN248C397733,USR646161,"₹5,577.59",Debit,03:58:08,2024-11-26,Beijing,Unknown,Travel,Prepaid,0,0,6,915.13,-4662.46,1
3877,TXN4AE7C4B253,USR877918,"€4,445.19",Debit,03:37:17,2025-07-29,New York,Unknown,Food,Debit,0,0,6,6956.0,2510.81,1
3878,TXNE77E47404D,USR107081,"€1,294.89",Credit,10:50:43,2023-02-27,Lagos,Unknown,Luxury,Debit,0,0,7,4120.44,5415.33,1
3879,TXN2DD13B26EF,USR868860,"₹4,965.66",Debit,03:13:10,2023-12-05,Dubai,Unknown,Travel,Debit,0,0,8,7527.57,2561.91,1
3880,TXNB00BCEDE93,USR773867,"₹1,44,290.16",Debit,02:25:08,2025-03-09,Lagos,Desktop,Utility,Credit,0,0,3,6103.06,-138187.1,1
3881,TXN1E7D2586A0,USR890427,"€2,635.03",Credit,15:01:28,2025-05-04,Delhi,Unknown,Travel,Prepaid,0,0,5,4525.73,7160.76,1
3882,TXN4AF8517535,USR913857,"₹5,836.01",Debit,11:07:27,2025-03-31,Delhi,Mobile,Travel,Debit,0,0,6,1327.39,-4508.62,0
3883,TXND884AC6511,USR783104,"$3,746.71",Debit,09:33:52,2025-04-09,Delhi,Unknown,Food,Credit,0,0,7,2280.9,-1465.81,1
3884,TXN57A3A725C2,USR253000,"$3,481.51",Debit,15:15:33,2023-08-25,Dubai,Mobile,Food,Debit,0,0,7,1515.37,-1966.14,0
3885,TXN39830BAE34,USR315644,"€6,414.13",Credit,09:30:57,2023-12-13,New York,Tablet,Travel,Prepaid,0,0,5,3921.02,10335.15,0
3886,TXNF2A86C48FA,USR886188,"€7,604.58",Credit,00:34:19,2024-04-06,Tokyo,Mobile,Food,Prepaid,0,0,11,5304.22,12908.8,1
3887,TXN4A53563559,USR542129,"€8,406.11",Credit,00:15:58,2023-11-24,Lagos,Mobile,Food,Debit,0,0,3,9212.02,17618.13,0
3888,TXN3063BE17D3,USR968020,"₹1,115.82",Debit,23:20:57,2023-11-10,Dubai,Unknown,Travel,Credit,0,0,5,7733.76,6617.94,1
3889,TXNEE64045A04,USR933824,"€3,466.40",Debit,22:23:00,2023-09-07,Dubai,Unknown,Luxury,Debit,1,0,5,4821.23,1354.83,1
3890,TXNC98305D347,USR217755,"₹8,797.20",Debit,04:13:46,2025-07-18,Lagos,Mobile,Utility,Prepaid,1,0,7,8224.5,-572.700000000001,1
3891,TXNAF8A6B96FF,USR696325,"€6,404.82",Debit,21:00:11,2023-02-08,Beijing,Unknown,Travel,Prepaid,1,0,9,4651.25,-1753.57,1
3892,TXNBBCB2CBD3E,USR979845,"₹5,249.19",Debit,10:06:52,2023-01-17,Delhi,Tablet,Utility,Credit,0,0,7,4775.52,-473.66999999999905,0
3893,TXN3815C23850,USR804344,"€2,352.32",Credit,06:46:11,2023-11-02,Dubai,Tablet,Utility,Credit,0,0,5,1849.97,4202.29,0
3894,TXN54B5691E49,USR307599,"€2,446.24",Credit,10:14:54,2024-03-22,London,Tablet,Retail,Debit,0,0,3,2431.66,4877.9,0
3895,TXN11C0DCF726,USR686213,"€3,356.64",Debit,22:28:18,2025-01-15,New York,Mobile,Food,Credit,0,0,4,4288.2,931.56,0
3896,TXN3891F137F8,USR838591,"€3,045.84",Credit,09:11:46,2023-07-15,Dubai,Tablet,Food,Debit,0,0,10,9836.63,12882.47,0
3897,TXN0E56F53F06,USR719973,"₹6,064.07",Debit,15:58:30,2023-02-09,Delhi,Desktop,Food,Debit,0,0,5,9950.09,3886.02,0
3898,TXNF238DE8B4C,USR328852,"$1,953.51",Debit,20:59:03,2024-10-12,London,Mobile,Travel,Debit,0,0,8,345.18,-1608.33,0
3899,TXNBF15CDA0EC,USR482391,"€7,079.61",Debit,08:22:55,2023-03-01,Dubai,Mobile,Retail,Debit,0,0,7,2702.18,-4377.43,0
3900,TXN5A3BD0006E,USR755745,"₹6,144.53",Debit,04:46:55,2024-08-07,Lagos,Mobile,Luxury,Debit,1,0,10,5594.63,-549.9,1
3901,TXNE05F55D548,USR797619,"€1,30,702.70",Debit,07:58:25,2025-05-01,Lagos,Unknown,Travel,Prepaid,0,0,10,7985.89,-122716.81,1
3902,TXN9C9DD81F18,USR571931,"₹8,802.97",Credit,06:19:37,2023-05-21,New York,Unknown,Utility,Prepaid,0,0,3,4549.82,13352.79,1
3903,TXND354298144,USR555985,"₹6,502.39",Debit,01:48:16,2024-12-15,Lagos,Mobile,Retail,Debit,0,0,11,1539.17,-4963.22,1
3904,TXN1E3AD2C496,USR731083,"€4,852.56",Debit,12:48:44,2023-01-26,London,Tablet,Luxury,Credit,0,0,5,6509.72,1657.16,0
3905,TXN384F1D0A12,USR252424,"€6,984.25",Debit,07:34:57,2024-08-05,New York,Unknown,Utility,Prepaid,0,0,10,6587.94,-396.31,1
3906,TXNE15F79F89A,USR760191,"€7,092.01",Debit,00:14:15,2024-10-05,Delhi,Mobile,Luxury,Prepaid,1,0,9,3453.64,-3638.37,1
3907,TXN47D7835413,USR422302,$880.01,Credit,05:41:00,2023-09-08,Lagos,Mobile,Travel,Credit,0,0,4,3547.34,4427.35,0
3908,TXN83CDAE02A8,USR626080,"€8,098.55",Credit,22:06:17,2024-07-15,Beijing,Mobile,Travel,Prepaid,1,0,3,2442.71,10541.26,1
3909,TXN027220B924,USR264745,"₹2,828.68",Debit,22:45:26,2025-02-20,New York,Tablet,Utility,Debit,0,0,11,7502.0,4673.32,1
3910,TXND92BD12A28,USR813150,"₹9,604.22",Debit,13:09:48,2024-07-17,Lagos,Unknown,Utility,Debit,0,1,9,1222.1,-8382.12,1
3911,TXN23D1F10EFB,USR467503,$490.66,Credit,17:45:13,2024-06-27,Tokyo,Unknown,Travel,Debit,0,0,9,7953.42,8444.08,1
3912,TXNB1BE4EF591,USR301669,"$4,715.10",Debit,21:02:44,2023-05-22,Dubai,Mobile,Utility,Debit,1,0,9,1992.78,-2722.32,1
3913,TXN00267D37F9,USR250145,"₹7,673.86",Debit,07:25:29,2023-11-10,Lagos,Tablet,Food,Prepaid,0,0,4,9424.76,1750.9,0
3914,TXNA9CE4F8971,USR262903,"$2,361.24",Debit,22:13:12,2023-10-18,New York,Tablet,Food,Credit,1,0,8,5343.88,2982.64,1
3915,TXN51F0FD9524,USR972922,"₹7,396.96",Debit,07:40:02,2023-01-09,Dubai,Desktop,Luxury,Prepaid,0,0,8,2200.89,-5196.07,0
3916,TXN9CE971F7ED,USR763225,"€3,724.21",Debit,00:54:09,2023-02-27,Tokyo,Tablet,Food,Prepaid,0,0,7,2921.23,-802.98,0
3917,TXNA77D46BD79,USR721712,"$1,72,054.65",Credit,04:10:33,2023-05-07,Delhi,Tablet,Utility,Debit,1,0,9,7732.01,179786.66,1
3918,TXN215512AF2A,USR681834,"$2,635.89",Credit,14:37:46,2024-04-25,Lagos,Unknown,Retail,Debit,0,0,8,6917.37,9553.26,1
3919,TXN3748346680,USR816351,$673.36,Credit,06:52:55,2023-10-29,London,Unknown,Luxury,Debit,0,0,2,7534.59,8207.95,1
3920,TXN4A58CBB82A,USR866458,"€7,868.50",Debit,23:32:10,2025-04-01,Dubai,Unknown,Travel,Debit,0,0,5,7211.54,-656.96,1
3921,TXNA080A99B44,USR220301,"₹9,735.20",Debit,03:34:53,2023-08-09,Beijing,Unknown,Utility,Debit,0,0,5,5680.06,-4055.14,1
3922,TXNC1E7D355D1,USR116412,"₹9,257.43",Credit,13:49:43,2024-01-23,Delhi,Unknown,Retail,Debit,0,0,4,3758.55,13015.98,1
3923,TXNABBAE44B60,USR154312,"$2,99,898.92",Debit,03:00:20,2023-05-01,Tokyo,Tablet,Travel,Prepaid,0,1,6,9694.21,-290204.71,1
3924,TXNED1064D789,USR610093,₹134.19,Credit,13:18:41,2023-09-29,London,Desktop,Utility,Debit,0,0,5,4843.02,4977.21,0
3925,TXN0ADF604842,USR178318,"€7,949.82",Debit,06:49:59,2023-01-19,Delhi,Unknown,Food,Prepaid,1,0,10,6914.27,-1035.55,1
3926,TXNCC1AA3961F,USR686826,"₹2,426.84",Credit,10:16:16,2024-09-11,Delhi,Tablet,Retail,Credit,0,0,7,7357.18,9784.02,0
3927,TXND2AB3F87C9,USR509746,"₹2,438.81",Debit,22:27:16,2025-06-20,Lagos,Desktop,Luxury,Credit,0,0,6,2373.51,-65.2999999999997,0
3928,TXNFD5866B328,USR506372,€244.53,Debit,15:37:53,2025-06-12,Lagos,Mobile,Food,Credit,0,0,7,5898.7,5654.17,0
